1011034;Activate this item 
1011035;Deactivate this item 
1011036;POTWIERDZ 
1011037;<center>KUPNO I SPRZEDAZ</center> 
1011038;Hello. I am a shopkeeper. If you would like to buy or sell any items, then simply find a shopkeeper and say to them 'VENDOR BUY' in order to see the list of items they sell, or 'VENDOR SELL' in order to see if they're interested in buying anything you own. If you do have any items in your pack that a vendor is interested in purchasing, saying 'VENDOR SELL' will cause him to look through your pack and show you a list of the items he's interested in, as well as what he'll pay for each item. If he's not interested in anything you possess, he will let you know that as well. To purchase an item, simply look through the list that appears when you say 'VENDOR BUY' and select any item you can afford. It will appear at the bottom of your list, along with a running total of your current purchases. 
1011039;Magic Storm Level 1 
1011040;Magic Storm Level 2 
1011041;Magic Storm Level 3 
1011042;Magic Storm Level 4 
1011043;Magic Storm Level 5 
1011044;This area has become unstable and you must leave. If you do not select a town to go to one will be picked at random. Please select a town from the list below: 
1011045;<center>PERUKA ZLODZIEJSKA</center> 
1011046;POTWIERDZ 
1011047;Za uszy 
1011048;Zaczesane 
1011049;Dwa warkocze 
1011050;Czub 
1011051;Brak 
1011052;Krotkie 
1011053;Dlugie 
1011054;Kucyk 
1011055;Irokez 
1011056;Owlosienie twarzy 
1011057;Papua 
1011058;Delucia 
1011059;Rodzaje wlosow 
1011060;Krotka broda 
1011061;Dluga broda 
1011062;Wasy 
1011063;Wybierz nowa fryzure 
1011064;Brak 
1011065;Select the guild you wish to declare war on. 
1011066;Nastepna strona 
1011067;Poprzednia strona 
1011068;Send the challenge! 
1011069;<center>MENU KOWALSTWA</center> 
1011070;Rob ostatnie 
1011071;Napraw przedmiot 
1011072;Przetop przedmiot 
1011073;Prompt for Makers Mark 
1011074;Always do Makers Mark 
1011075;Never do Makers mark 
1011076;Zbroje pierscieniowe 
1011077;Zbroje kolcze 
1011078;Zbroje plytowe 
1011079;Helmy 
1011080;Tarcze 
1011081;Bron Sieczna 
1011082;Topory 
1011083;Bron Drzewcowa 
1011084;Obuchy 
1011085;Rekrutuj kogos do gildii 
1011086;Pokaz liste czlonkow 
1011087;Pokaz karte gildii 
1011088;Zadeklaruj lojalnosc. Jestes obecnie lojalny: 
1011089;Turn on showing your guild's abbreviation in your name to unguilded people. 
1011090;Turn off showing your guild's abbreviation in your name to unguilded people. 
1011091;Guild abbreviation always displayed to unguilded people. 
1011092;Opusc gildie 
1011093;Zobacz liczbe kandydatow sponsorowanych przez gildie 
1011094;Opcje mistrza gildii 
1011095;Zobacz liste gildii, z ktorymi toczone sa wojny 
1011096;Lista 
1011097;Deklaruj wiernosc: 
1011098;Wybralem swego nowego pana 
1011099;Declare war through guild name search. 
1011100;Przyjmij zaproszenie do wojny 
1011101;Odrzuc zaproszenie do wojny 
1011102;Odwolaj deklaracje wojenne 
1011103;Zaproponuj pokoj 
1011104;Powrot to wczesniejszego menu 
1011105;<center>MENU WOJEN MIEDZYGILDIOWYCH</center> 
1011106;Zmien nazwe gildii (obecnie niedostepne) 
1011107;Zmien nazwe gildii 
1011108;Zmien skrot gildiowy (obecnie niedostepne) 
1011109;Zmien skrot gildiowy 
1011110;Zmien typ gildii (obecnie niedostepne) 
1011111;Zmien typ gildii. Aktualnie: 
1011112;Zmien karte gildii 
1011113;Wyrzuc czlonka gildii 
1011114;Menu wojen miedzygildiowych 
1011115;Przyjmij kandydata na czlonka gildii 
1011116;Odmow kandydatowi czlonkostwa w gildii 
1011117;Zmien tytul mistrza gildii 
1011118;Ustaw tytul czlonka gildii 
1011119;Przenies kamien gildii 
1011120;Powrot do glownego menu 
1011121;<CENTER>OPCJE MISTRZA GILDII</CENTER> 
1011122;Odwiedz strone gildii: 
1011123;<center>MENU KARTY GILDII</center> 
1011124;Kogo chcesz wyrzucic? 
1011125;Kick them out! 
1011126;Zmien tytul czlonka gildii 
1011127;POTWIERDZ 
1011128;Wpisz nowy tutul dla czlonka gildii, lub 'none' dla braku tytulu: 
1011129;Nowy tytul (max 20 znakow): 
1011130;Nie zostala spisana karta gildii. Wroc do glownego menu. 
1011131;Wroc do glownego menu 
1011132;Karta: 
1011133;<center>STATUS WOJENNY</center> 
1011134;Toczymy wojne z: 
1011135;Gildie, ktore zadeklarowaly wojne z nami: 
1011136;Gildie, ktorym zadeklarowalismy wojne: 
1011137;Select the guild you wish to declare peace with. 
1011138;Send the olive branch. 
1011139;Declare war through search: 
1011140;Nazwa gildii: 
1011141;CAUTION! 
1011142;You have already changed your guild type recently. 
1011143;New guild type: 
1011144;Days left till change: 
1011145;If you select okay, you will be allowed to reselect your guild type, but the timer will be reset. 
1011146;The following guilds have declared war on us: 
1011147;Select the guild to accept the invitations: 
1011148;Select the guild to reject their invitations: 
1011149;We have declared war on the following guilds: 
1011150;Select the guild to rescind our invitations: 
1011151;<center>KEG TINKERING MENU</center> 
1011152;ITEM 
1011153;Storage Keg 
1011154;Potion Keg 
1011155;COMPONENTS 
1011156;Empty Keg 
1011157;Lid 
1011158;Tap 
1011159;LINING 
1011160;Beeswax (4) 
1011161;Beeswax (10) 
1011162;MENU PRZEDMIOTOW Z DREWNA 
1011163;Os 
1011164;obudowa zegara 
1011165;Molding plane 
1011166;duzy hebel 
1011167;maly hebel 
1011168;<center>MENU MAJSTERKOWANIA</center> 
1011169;Pulapki 
1011170;Narzedzia 
1011171;Czesci 
1011172;Bizuteria 
1011173;Rozne 
1011174;noz rzeznicki 
1011175;Naczynia 
1011176;lyzki 
1011177;widelce 
1011178;Wiecej narzedzi 
1011179;siekiera 
1011180;wytrych 
1011181;mozdzierz 
1011182;Zatruwajaca pulapka 
1011183;Strzelajaca pulapka 
1011184;Eksplodujaca pulapka 
1011185;tongs 
1011186;mlotek kowalski 
1011187;noze 
1011188;lopata 
1011189;kilof 
1011190;narzedzia krawieckie 
1011191;nozyczki 
1011192;pila dwureczna 
1011193;katownik 
1011194;dluto stolarskie 
1011195;skrobak 
1011196;brzeszczot 
1011197;pila 
1011198;mlotek 
1011199;plate 
1011200;przekladnie 
1011201;sprezyny 
1011202;zawias 
1011203;os 
1011204;tasak 
1011205;czesci zegara 
1011206;sticks 
1011207;pierscien 
1011208;kolczyki 
1011209;naszyjnik 
1011210;kielich 
1011211;widelec 
1011212;lyzka 
1011213;swiecznik 
1011214;olowiany kubek 
1011215;globus 
1011216;zelazny klucz 
1011217;keyring 
1011218;narzedzia majstra 
1011219;bransoleta 
1011220;noz do skor 
1011221;latarnia 
1011222;spy glass 
1011223;waga 
1011224;lichtarz 
1011225;sledge hammer 
1011226;czesci sekstansu 
1011227;kurek do kega 
1011228;obrecze 
1011229;Pulapka gazowa 
1011230;Pulapka z pila 
1011231;Pulapka z kolcem 
1011232;FACTION TRAPS: Requires 1000 faction silver. 
1011233;INFORMACJE 
1011234;PRZYJACIELE 
1011235;OPCJE 
1011236;Zmien nazwe domu. 
1011237;Liczba zablokowanych przedmiotow: 
1011238;Maksymalna liczba zablokowanych przedmiotow: 
1011239;Liczba zabezpieczonych pojemnikow: 
1011240;Maksymalna liczba zabezpieczonych pojemnikow: 
1011241;Liczba gosci: 
1011242;Wlasciciel: 
1011243;Zobacz liste przyjaciol 
1011244;Dodaj przyjaciela 
1011245;Wyczysc liste przyjaciol 
1011246;Zmien 
1011247;Zmien zamki 
1011248;Przekaz dom 
1011249;Zniszcz dom i odzyskaj projekt 
1011250;Zmien typ znaku 
1011251;nieuzywana opcja 
1011252;Zmien typ domu na prywatny 
1011253;Zmien typ domu na publiczny. Nie bedzie mozna zamykac frontowych drzwi. 
1011254;Guild sign choices 
1011255;Shop sign choices 
1011256;Opusc dom 
1011257;Zajmij dom 
1011258;Zakaz wstepu do domu 
1011259;Wyrzuc z domu 
1011260;Zobacz liste zablokowanych 
1011261;Usun zakaz wstepu 
1011262;TAK 
1011263;NIE 
1011264;House design: 
1011265;House placed: 
1011266;Zobacz liste wspolwlascicieli 
1011267;Dodaj wspolwlasciciela 
1011268;Wyczysc liste wspolwlascicieli 
1011269;Lift a ban from the house 
1011270;Usun teraz 
1011271;Wrogowie domu 
1011272;Usun przyjaciela z domu 
1011273;Przyjaciele 
1011274;Usun wspowlasciciela z domu 
1011275;Wspolwlasciciele 
1011276;Forget it, I wish to keep my other house(s). 
1011277;Okay that is fine. 
1011278;If this house is transferred to you, any of the houses any of the characters on this account own will not refresh. You will still be able to redeed or transfer the houses to other players. 
1011279;No, I don't want to lose my vendors! 
1011280;Yes, demolish the house and put a deed in my bank box. 
1011281;Turning your house into a deed will dismiss any vendors that are associated with this house. Are you sure you want to do this? 
1011282;Zmien zamki 
1011283;Czy chcesz to zamknac? 
1011284;<center>A Puzzle Lock</center> 
1011285;Correctly choose the sequence of cylinders needed to open the latch. Each cylinder may potentially be used more than once. Beware! A false attempt could be deadly! 
1011286;Thy previous quests: 
1011287;Using thy knowledge of locks, thou 
1011288;hast determined that... 
1011289;is in the first slot. 
1011290;are used, but thou art 
1011291;not certain where. 
1011292;is used, but though art 
1011293;Thou hast failed to solve the puzzle! 
1011294;Correctly placed: 
1011295;Correct colors: 
1011296;Ladunki: 
1011297;Limit ladunkow: 
1011298;Wyjmij rune 
1011299;Zmien nazwe ksiegi 
1011300;Ustaw domyslna 
1011301;<center>LAND SURVEYING TOOL</center> 
1011302;Please select the type of home which you would like to test for house placement. 
1011303;Stone and plaster house 
1011304;Field stone house 
1011305;Small brick house 
1011306;Wooden house 
1011307;Wood and plaster house 
1011308;Thatched-roof cottage 
1011309;Brick house 
1011310;Two-story wood and plaster house 
1011311;Two-story stone and plaster house 
1011312;Tower 
1011313;Small stone keep 
1011314;Castle 
1011315;Large house with patio 
1011316;Marble house with patio 
1011317;Small stone tower 
1011318;Two-story log cabin 
1011319;Two-story villa 
1011320;Sandstone house with patio 
1011321;Small stone workshop 
1011322;Small marble workshop 
1011323;A Stone and Plaster Home<br>Providing all the basic essentials for living, the stone and plaster home is a good sturdy home for the successful adventurer or merchant.<br>Highest Possible Secure Containers: 3<br>Highest Possible Lockdowns: 425 
1011324;A Field Stone House<br>A house for the frontier. This sturdy home boasts a strong set of walls for defense against encroaching monster hoards.<br>Highest Possible Secure Containers: 3<br>Highest Possible Lockdowns: 425 
1011325;Small Brick House<br>This home will fit nicely into any community setting. The brick is made from imported straw from Papua and mud from the Trinsic swamps.<br>Highest Possible Secure Containers: 3<br>Highest Possible Lockdowns: 425 
1011326;Wooden House<br>Hewn from the Yew forest, the wood gives the home a warm feel while protecting the owners from the harshest winter storms.<br>Highest Possible Secure Containers: 3<br>Highest Possible Lockdowns: 425 
1011327;Wood and Plaster Home<br>An attractive contrast of building materials culminates into a remarkable ensemble giving the house a unique feel, in any neighborhood.<br>Highest Possible Secure Containers: 3<br>Highest Possible Lockdowns: 425 
1011328;Thatched Roof Cottage<br>Don't let the cottage name fool you. This house provides as much room as any, and is often less expensive. A bargain when you can find one.<br>Highest Possible Secure Containers: 3<br>Highest Possible Lockdowns: 425 
1011329;Brick House<br>Not just a larger version of the small brick house. This is the same house selected by Nonoi the Wandering Bard and his 10 wives, when they finally settled.<br>Highest Possible Secure Containers: 8<br>Highest Possible Lockdowns: 1100 
1011330;Two-story Wood and Plaster<br>When space on the ground is a concern, home builders build up. A good amount of floor space makes this an excellent home for the merchant.<br>Highest Possible Secure Containers: 10<br>Highest Possible Lockdowns: 1370 
1011331;Two-story Stone and Plaster<br>When all is said and done, stone and plaster is clearly the frontrunner in the merchant's home choices. Visually attractive to the customer, and plenty of room for stock.<br>Highest Possible Secure Containers: 10<br>Highest Possible Lockdowns: 1370 
1011332;Tower<br>Guilds reaching for the stars should consider nothing less than the tower. A mighty bulwark that verily spits in the eye of the clouds for having the audacity to look down on you.<br>Highest Possible Secure Containers: 15<br>Highest Possible Lockdowns: 2119 
1011333;Small Stone Keep<br>Leave it to Bartonamus the Insane to find the worst name for this citadel. When being chased by the local raging orc horde no place is a safer retreat. (Burning pitch not included.)<br>Highest Possible Secure Containers: 18<br>Highest Possible Lockdowns: 2625 
1011334;Castle<br>Large. Enormous. Gargantuan, in fact. This wonder of modern architecture crushes the ground underneath its mighty structure as if to show the ground what sturdy really means.<br>Highest Possible Secure Containers: 28<br>Highest Possible Lockdowns: 4076 
1011335;Large House with Patio<br>Those who long for a view while tailoring or smithing can appreciate the importance of a patio. Make no mistake, if you wish to talk to neighbors while working, you need this house.<br>Highest Possible Secure Containers: 8<br>Highest Possible Lockdowns: 1100 
1011336;Marble House with Patio<br>Want the ultimate house to lounge in? This home shows why marble is the best material for those who care about appearance and quality. The patio addition is icing on the cake.<br>Highest Possible Secure Containers: 10<br>Highest Possible Lockdowns: 1370 
1011337;Small Stone Tower<br>Need a place to hock your magic wares? This small tower offers an elegant design scheme with three stories. A favorite among scholars and wizards, this is the choice for the magic practitioner.<br>Highest Possible Secure Containers: 4<br>Highest Possible Lockdowns: 580 
1011338;Two-story Log Cabin<br>This is the rustic home for the discriminating adventurer. When you want the best, without pretension, this is the home you need. The orcs will be beating down the door to meet the owner of this rustic mansion.<br>Highest Possible Secure Containers: 8<br>Highest Possible Lockdowns: 1100 
1011339;Two-story Villa<br>Taking time to appreciate the finer things in life is an important lesson to learn. Think of this house as a remarkable teacher. Two floors of supreme comfort and beauty make this home a must have.<br>Highest Possible Secure Containers: 8<br>Highest Possible Lockdowns: 1100 
1011340;Sandstone House with Patio<br>The architects of Trinsic recognize good building material and so should you. A bulwark with flare, this home will stand the tests of time as it offers great placement for vendors.<br>Highest Possible Secure Containers: 6<br>Highest Possible Lockdowns: 850 
1011341;Small Stone Workshop<br>A blacksmith's home and shop in one. This is a sturdy structure with an open area for a forge and shop, while a second story provides plenty of room for private living quarters.<br>Highest Possible Secure Containers: 3<br>Highest Possible Lockdowns: 425 
1011342;Small Marble Workshop<br>This home has three stories and makes the most of a small footprint. An excellent use of space, this attractive home is good for the businessperson or adventurer.<br>Highest Possible Secure Containers: 3<br>Highest Possible Lockdowns: 425 
1011343;Jhelom 
1011344;Moonglow 
1011345;Magincia 
1011346;Nujel'm 
1011347;Skara Brae 
1011348;Serpent's Hold 
1011349;Remove the destination arrow 
1011350;What do you wish to track? 
1011351;Animals 
1011352;Creatures 
1011353;People 
1011354;Zobacz przedmioty 
1011355;Customize 
1011356;<center>MENU WYGLADU SPRZEDAWCY</center> 
1011357;Kamizelka 
1011358;dublet 
1011359;Kamizelka 
1011360;Koszula 
1011361;Tunika 
1011362;Oponcza 
1011363;Sukienka 
1011364;Haftowana suknia 
1011365;Szata 
1011366;Szata blazna 
1011367;Nakrycia nog 
1011368;Spodnie 
1011369;Kilt 
1011370;Spodniczka 
1011371;Nakrycia torsu 
1011372;Szarfa 
1011373;Krotki fartuch 
1011374;Dlugi fartuch 
1011375;Nakrycia glowy 
1011376;Mycka 
1011377;Bandana 
1011378;Kapelusz 
1011379;Czapka 
1011380;Czapka 
1011381;Kapelusz 
1011382;Kapelusz 
1011383;Czapka 
1011384;Beret 
1011385;Czapka 
1011386;Czapka 
1011387;Czapka blazna 
1011388;Nakrycia stop 
1011389;Sandaly 
1011390;Buty 
1011391;Buty 
1011392;Wysokie buty 
1011393;Nakrycia plecow 
1011394;Plaszcz 
1011395;Wlosy 
1011396;Kedziorki 
1011397;Przedmioty w rece 
1011398;Krotka broda 
1011399;Short Beard / Mustache / Long Beard 
1011400;Long Beard / Mustache / Goatee 
1011401;Dlugie wasy 
1011402;Kolor 
1011403;Usun 
1011404;Zmien imie 
1011405;Edytuj wiadomosc dnia 
1011406;Wedka 
1011407;Kilof 
1011408;Widly 
1011409;Maczuga 
1011410;Pochodnia 
1011411;Mlot 
1011412;Dlugi miecz 
1011413;Sekata laska 
1011414;Kusza 
1011415;Maczuga bojowa 
1011416;Topor dwureczny 
1011417;Wlocznia 
1011418;krotki miecz 
1011419;Ksiega czarow 
1011420;Czy z cala pewnoscia chcesz opuscic ta frakcje? 
1011421;<center>FOLLOWERS OF MINAX</center> 
1011422;<center>COUNCIL OF MAGES</center> 
1011423;<center>TRUE BRITANNIANS</center> 
1011424;<center>SHADES OF DARKNESS</center> 
1011425;DOLACZ DO FRAKCJI 
1011426;OPUSC FRAKCJE 
1011427;SIEGNIJ PO PRZYWODZTWO 
1011428;OPOWIEDZ SIE ZA PRZYWODCA 
1011429;Dowodzona przez: 
1011430;STATUS PROWINCJI 
1011431;Kapitan Strazy 
1011432;Skarbnik 
1011433;BRITAIN 
1011434;TRINSIC 
1011435;MOONGLOW 
1011436;DELUCIA 
1011437;MINOC 
1011438;YEW 
1011439;SKARA BRAE 
1011440;MAGINCIA 
1011441;WYJSCIE 
1011442;NOMINOWANI 
1011443;GLoSUJ 
1011444;STAYSTYKA 
1011445;Imie: 
1011446;Pozycja: 
1011447;WROC 
1011448;The followers of Minax have taken control in the old lands, and intend to hold it for as long as they can. Allying themselves with orcs, headless, gazers, trolls, and other beasts, they seek revenge against Lord British, for slights both real and imagined, though some of the followers wish only to wreak havoc on the unsuspecting populace. 
1011449;The council of Mages have their roots in the city of Moonglow, where they once convened. They began as a small movement, dedicated to calling forth the Stranger, who saved the lands once before.  A series of war and murders and misbegotten trials by those loyal to Lord British has caused the group to take up the banner of war. 
1011450;True Britannians are loyal to the throne of Lord British. They refuse to give up their homelands to the vile Minax, and detest the Shadowlords for their evil ways. In addition, the Council of Mages threatens the existence of their ruler, and as such they have armed themselves, and prepare for war with all. 
1011451;The Shadow Lords are a faction that has sprung up within the ranks of Minax. Comprised mostly of undead and those who would seek to be necromancers, they pose a threat to both the sides of good and evil. Their plans have disrupted the hold Minax has over Felucca, and their ultimate goal is to destroy all life. 
1011452;Prowincja nie jest kontrolowana przez nikogo. 
1011453;This city is controlled by Minax. 
1011454;This city is controlled by Lord British. 
1011455;This city is controlled by the Council of Mages. 
1011456;This city is controlled by the Shadow Lords. 
1011457;Zlozona dziesiecina: 
1011458;Ulozonych pulapek: 
1011459;ZGLOS KUPCA FRAKCJI 
1011460;WYCOFAJ KUPCA FRAKCJI 
1011461;OPCJE PRZYWODCY 
1011462;: Neutralny 
1011463;: Minax 
1011464;: Council of Mages 
1011465;: True Britannians 
1011466;: Shadowlords 
1011467;OPCJE KUPCA 
1011468;SKRYBA 
1011469;STOLARZ 
1011470;MAJSTER 
1011471;KOWAL 
1011472;LUKMISTRZ 
1011473;Wskaz tytul, ktory chcesz oglosic. 
1011474;Dostepne srebrniki: 
1011475;PRZEKAZ sRODKI 
1011476;SKARB PROWINCJI 
1011477;Wskaz prowincje, do ktorej chcesz wyslac 10 tysiecy srebrnikow. 
1011478;ZMIEN WYSOKOSC DZIESIECINY 
1011479;Wskaz % nowej dziesieciny. 
1011480;0% (calosc dla graczy) 
1011481;10% 
1011482;20% 
1011483;30% 
1011484;40% 
1011485;50% (polowa frakcja, polowa gracze) 
1011486;60% 
1011487;70% 
1011488;80% 
1011489;90% 
1011490;100% (calosc dla frakcji) 
1011491;sigil moze byc odebrany 
1011492;sigil nie moze byc odebrany 
1011493;ROZKAZY DLA STRAZY 
1011494;ZACIAGNIJ NAJEMNIKOW 
1011495;SPRAWDZ SKARB 
1011496;CYWILE 
1011497;Hire Knight 
1011498;Hire Paladin 
1011499;Hire Berserker 
1011500;Hire Dragoon 
1011501;Hire Sorceress 
1011502;Hire Elder Wizard 
1011503;Hire Death Knight 
1011504;Hire Shadow Mage 
1011505;BERSERKER 
1011506;DRAGOON 
1011507;SORCERESS 
1011508;ELDER WIZARD 
1011509;Ustaw ceny 
1011510;Hire Henchman 
1011511;Hire Mercenary 
1011512;DEATH KNIGHT 
1011513;SHADOW MAGE 
1011514;Posiadasz: 
1011515;Maksymalnie: 
1011516;Koszt: 
1011517;Dzienna zaplata: 
1011518;Stan skarbu: 
1011519;Lista plac: 
1011520;Placa Skarbnika: 
1011521;Placa Kapitana Strazy: 
1011522;Dochod Prowincji: 
1011523;Dzienny obrot: 
1011524;FINANSE 
1011525;KAPITAN STRAZY 
1011526;HENCHMAN 
1011527;MERCENARY 
1011528;KNIGHT 
1011529;PALADIN 
1011530;Kup 
1011531;Zignonruj 
1011532;Ostrzez 
1011533;Zaatakuj 
1011534;MINAX 
1011535;COUNCIL OF MAGES 
1011536;LORD BRITISH 
1011537;SHADOWLORDS 
1011538;Aktualny stan skadbu dla prowincji: 
1011539;ZMIEN CENY 
1011540;ZATRUDNIJ SPRZEDAWCOW 
1011541;SKARBNIK 
1011542;zwykla 
1011543;Ustal ceny 
1011544;Kup dostawce mikstur 
1011545;Kup dostawce desek 
1011546;Kup dostawce rudy 
1011547;Kup dostawce reagentow 
1011548;Posiadasz: 
1011549;DOSTAWCA MIKSTUR 
1011550;Koszt: 
1011551;Dzienna placa: 
1011552;DOSTAWCA DREWNA 
1011553;DOSTAWCA RUDY 
1011554;DOSTAWCA REAGENTOW 
1011555;Kup Hodowce Koni 
1011556;HODOWCA KONI 
1011557;Zatrudnij Kapitana Strazy 
1011558;Zwolnij Kapitana Strazy 
1011559;Zatrudnij Skarbnika 
1011560;Zwolnij Skarbnika 
1011561;TOWN STONE FOR BRITAIN 
1011562;TOWN STONE FOR TRINSIC 
1011563;TOWN STONE FOR MOONGLOW 
1011564;TOWN STONE FOR MINOC 
1011565;TOWN STONE FOR YEW 
1011566;TOWN STONE FOR VESPER 
1011567;TOWN STONE FOR SKARA BRAE 
1011568;TOWN STONE FOR MAGINCIA 
1011569;Imbue with Faction properties? 
1011570;Primary Color 
1011571;Secondary Color 
1011572;Item Cost : 
1011573;Your Silver : 
1011574;Return to Menu 
1011575;Check placement 
1011576;This is a valid location. 
1011577;This is an invalid location. 
1011578;There is an obstacle blocking this location or part of the structure would be on invalid terrain. 
1011579;This location has uneven terrain. 
1011580;Housing cannot be constructed here. 
1011581;Edytuj globalne wiadomosci 
1012000;Trammel 
1012001;Felucca 
1012002;Ilshenar 
1012003;Moonglow 
1012004;Britain 
1012005;Jhelom 
1012006;Yew 
1012007;Minoc 
1012008;Trinsic 
1012009;Skara Brae 
1012010;Magincia 
1012011;Wybierz cel podrozy: 
1012012;<BASEFONT COLOR=#2DDC1B>Trammel</BASEFONT> 
1012013;<BASEFONT COLOR=#2DDC1B>Felucca</BASEFONT> 
1012014;<BASEFONT COLOR=#2DDC1B>Ilshenar</BASEFONT> 
1012015;Wspolczucie 
1012016;Sczerosc 
1012017;Honor 
1012018;Pokora 
1012019;Sprawiedliwosc 
1012020;Psowiecenie 
1012021;Duchowosc 
1012022;Mestwo 
1013000;Wykryto, ze uzywasz nieautoryzowanego programu niewspieranego przez UO Nelderim. Uzywanie tego typu programu jest wyraznie zabronione przez Regulamin Serwera, ktore mozna znalezc pod adresem: https://nelderim.pl/regulamin-2/<br>Konkretne przepisy:<br>14) Nie bedziesz probowal ingerowac, wlamywac sie lub rozszyfrowywac jakichkolwiek transmisji do lub z serwerow obslugujacych usluge Ultima Online.<br>Ta akcja zostala zarejestrowana i odnotowana w zapisach twojego konta. Kazde ponowne uzycie tego nieautoryzowanego programu trzeciej strony spowoduje podjecie dzialan przeciwko twojemu kontu, w tym zawieszenie lub zakonczenie. Prosimy nie uzywac nieautoryzowanych programow z Ultima Online. 
1013001;<center>Witamy w Test Center!</center><br>Jest to shard nieprodukcyjny, istniejacy wylacznie w celu testowania nowego kodu przed jego wydaniem na shard produkcyjny. Jest on otwarty dla publicznosci z takimi samymi zasadami jak zwykly shard: http://nelderim.pl/ i http://nelderim.pl/.<br><br>Wsparcie GM nie jest dostepne na tym shardzie, poniewaz jest to narzedzie deweloperskie, a nie shard produkcyjny: http://nelderim.pl/<br><br>Dodatkowo, wymagane jest, abys powstrzymal sie od ingerowania lub nekania personelu Nelderim. Beda oni rozpoznawalni po kolorze imienia. Prosze rowniez zapoznac sie z Polityka Test Center: http://update.uo.com/general.html<br><br>Jesli chcesz wziac udzial, lista aktualnych funkcji w Test Center znajduje sie na: http://update.uo.com/next.html<br><BR>Prosze zglaszac wszelkie bledy do zespolu Nelderim<br><BR>UWAGA: Pliki dotyczace nowych domow mozna znalezc na: http://nelderim.pl/ 
1013002;<center>Siege Perilous!</center><br>Shard Siege Perilous jest zaawansowanym shardem z nieco innym zestawem zasad i nie jest przeznaczony dla osob o slabym sercu. Przed stworzeniem postaci na shardzie Siege Perilous powinienes przeczytac pelne informacje o Siege Perilous na: http://nelderim.pl/<br><br>*Bedziesz ograniczony do jednej postaci, wiec wybieraj madrze przy tworzeniu postaci.<br><br>*Nie powinienes wchodzic do Siege Perilous, jesli nie jestes obecnie zazdrosnie podziwiany, czczony, deifikowany lub przynajmniej uznawany za Lorda lub Lady na obecnym shardzie.<br><br>*Jest bardzo prawdopodobne, ze czesto spotka cie przedwczesna smierc z rak innego gracza.<br><br>Witamy w Siege Perilous! 
1013003;OTWORZ STRONE INTERNETOWA 
1013004;<center> Rezygnacja ze statusu 'Mlodego Gracza'</center> 
1013005;Jako 'Mlody' gracz jestes obecnie objety systemem ochrony, ktory uniemozliwia atakowanie cie przez innych graczy i niektore potwory.<br><br>Jesli zdecydujesz sie zrezygnowac ze statusu 'Mlodego' gracza, stracisz te ochrone. Staniesz sie podatny na ataki innych graczy, a wiele potworow, ktore wczesniej tylko na ciebie groznie patrzyly, teraz zaatakuje cie od razu!<br><br>Wybierz OK teraz, jesli chcesz zrezygnowac ze statusu 'Mlodego' gracza, w przeciwnym razie nacisnij ANULUJ.
1013006;<center>Zmiana koloru brody i wasow</center> 
1013007;Zmien kolor brody i wasow 
1013008;<CENTER>HAIRSTYLE SELECTION MENU</center> 
1013009;Zdecydowales sie nie zmieniac fryzury 
1013010;Jestes juz lysy. 
1013011;Choose the gift you prefer. WARNING: if you cancel, and your partner does not, you will need to find another matching ticket! 
1013012;A sextant 
1013013;A coupon for a single hair restyling 
1013014;A spellbook with all 1st - 4th spells. 
1013015;A wand of fireworks 
1013016;A spyglass 
1013017;Dyes and a dye tub 
1013018;Accessible by: 
1013019;Co-Owners 
1013020;Friends 
1013021;Mistrz gildii: 
1013022;Wiernosc: 
1013023;Pokazuj skrot nazwy 
1013024;Wskaz osobe, ktora chcesz zrekrutowac do gildii: 
1013025;Musisz zrezygnowac z aktualnej gildii, zeby dolaczyc do kolejnej. 
1013026;That player must be in a faction before joining this guild. 
1013027;That player cannot join a non-faction guild. 
1013028;That person has a different faction affiliation. 
1013029;That person does not meet the requirements of this guild. 
1013030;<center> Kandydaci </center> 
1013031;Nie ma zadnych kandydatow 
1013032;Gildia nie zostala opisana 
1013033;Brak trwajacych wojen 
1013034;Brak wrogich gildii 
1013035;Thou'rt not welcome as a customer here. I shall charge thee a premium above my normal price. 
1013036;Tis an honor to have thee as a patron. Please accept a discount on my wares! 
1013037;Thou'rt scum! Guards! 
1013038;Guards! A villain! 
1013039;Tis a villain! Guards! 
1013040;Guards! help! 
1013041;Help! Guards! Flood, fire, famine! 
1013042;Aaaah! They will kill me! Guards! 
1013043;Arrest this scum! 
1013044;Look! Tis that evil one! Guards! 
1013045;Beware! 'Tis that scoundrel! Guards! 
1013046;Look thee, a criminal! Guards! 
1013047;Thy like is not welcome here! Guards! arrest this person! 
1013048;Scum like thee is not welcome here. Guards! 
1013049;To think I saw thee and lived! Guards! 
1013050;We tolerate not those like thee! Guards! 
1013051;Get out of here, scum! Guards! 
1013052;Guards! Guards! 
1013053;This Nav point is invalid : 
1013054;A new guild hath been founded, to be called : 
1013055;Brak otrzymanych deklaracji wojny. 
1013056;Lista kandydatow 
1013057;Zmien typ gildii: aktualnie Order 
1013058;Zmien typ gildii: aktualnie Chaos 
1013059;Zmien typ gildii: aktualnie Zwykla 
1013060;Wpisz nowa nazwe gildii (max 40 znakow): 
1013061;Wpisz nowy skrot gildiowy (max 3 znakow): 
1013062;<center>MENU ZMIANY TYPU GILDII</center> 
1013063;Gildia Zwykla 
1013064;Gildia Orderu 
1013065;Gildia Chaosu 
1013066;Wybierz nowy typ gildii 
